Word,Male/MW,Female/MW,LogOdds
caledonia,1,2,-0.260
callie,1,2,-0.260
calluses,1,2,-0.260
cameos,1,2,-0.260
campy,1,2,-0.260
canceling,1,2,-0.260
canoes,1,2,-0.260
caprio,1,2,-0.260
captivated,1,2,-0.260
carbondale,1,2,-0.260
carls,1,2,-0.260
carmichael,1,2,-0.260
carolin-,1,2,-0.260
carolines,1,2,-0.260
categorizing,1,2,-0.260
caus-,1,2,-0.260
caviar,1,2,-0.260
cele-,1,2,-0.260
celeb-,1,2,-0.260
cements,1,2,-0.260
cent-,1,2,-0.260
certif-,1,2,-0.260
change-,1,2,-0.260
changer,1,2,-0.260
charl-,1,2,-0.260
charms,1,2,-0.260
cheetos,1,2,-0.260
chemi-,1,2,-0.260
chet,1,2,-0.260
chimneys,1,2,-0.260
chimpanzees,1,2,-0.260
chinchillas,1,2,-0.260
chipmunk,1,2,-0.260
chiro,1,2,-0.260
chock,1,2,-0.260
christmas-time,1,2,-0.260
chromosomes,1,2,-0.260
chuckled,1,2,-0.260
chung,1,2,-0.260
churchgoing,1,2,-0.260
cider,1,2,-0.260
cin-,1,2,-0.260
circumspect,1,2,-0.260
citibank,1,2,-0.260
cj,1,2,-0.260
clad,1,2,-0.260
clairol,1,2,-0.260
clarification,1,2,-0.260
clearances,1,2,-0.260
clemente,1,2,-0.260
clevelander,1,2,-0.260
closures,1,2,-0.260
clumsiness,1,2,-0.260
coalitions,1,2,-0.260
coastguards,1,2,-0.260
cocked,1,2,-0.260
coincided,1,2,-0.260
collaborated,1,2,-0.260
collaboration,1,2,-0.260
colum-,1,2,-0.260
comatose,1,2,-0.260
comf-,1,2,-0.260
comic-,1,2,-0.260
commemorative,1,2,-0.260
commercialize,1,2,-0.260
commune,1,2,-0.260
communing,1,2,-0.260
competence,1,2,-0.260
competit-,1,2,-0.260
compilation,1,2,-0.260
complainer,1,2,-0.260
composting,1,2,-0.260
comprise,1,2,-0.260
comprised,1,2,-0.260
confetti,1,2,-0.260
confidantes,1,2,-0.260
confirming,1,2,-0.260
coning,1,2,-0.260
conspiracies,1,2,-0.260
conspired,1,2,-0.260
constitutionality,1,2,-0.260
constriction,1,2,-0.260
conta-,1,2,-0.260
contemporaries,1,2,-0.260
contingencies,1,2,-0.260
contractions,1,2,-0.260
conventionally,1,2,-0.260
coped,1,2,-0.260
cornfield,1,2,-0.260
cottages,1,2,-0.260
cottonwood,1,2,-0.260
counterbalance,1,2,-0.260
cov-,1,2,-0.260
covet,1,2,-0.260
crated,1,2,-0.260
crawdads,1,2,-0.260
crawfish,1,2,-0.260
creations,1,2,-0.260
creches,1,2,-0.260
creepiest,1,2,-0.260
crevices,1,2,-0.260
criminally,1,2,-0.260
crimson,1,2,-0.260
crinkle,1,2,-0.260
crippling,1,2,-0.260
criticizes,1,2,-0.260
cropping,1,2,-0.260
cubby,1,2,-0.260
cuffs,1,2,-0.260
curator,1,2,-0.260
cusack,1,2,-0.260
cushioning,1,2,-0.260
customary,1,2,-0.260
cyrus,1,2,-0.260
d'oeuvre,1,2,-0.260
d._m.,1,2,-0.260
dahl,1,2,-0.260
dally,1,2,-0.260
dashes,1,2,-0.260
deafness,1,2,-0.260
decompress,1,2,-0.260
decompression,1,2,-0.260
defamation,1,2,-0.260
defecate,1,2,-0.260
defy,1,2,-0.260
degeneration,1,2,-0.260
deirdre,1,2,-0.260
deletes,1,2,-0.260
dells,1,2,-0.260
demean,1,2,-0.260
demoines,1,2,-0.260
dempster,1,2,-0.260
dens,1,2,-0.260
depart-,1,2,-0.260
depose,1,2,-0.260
depressurize,1,2,-0.260
der-,1,2,-0.260
desi,1,2,-0.260
detects,1,2,-0.260
detr-,1,2,-0.260
detracts,1,2,-0.260
diagnosing,1,2,-0.260
dialog,1,2,-0.260
diced,1,2,-0.260
die-hard,1,2,-0.260
dif,1,2,-0.260
dink,1,2,-0.260
dippy,1,2,-0.260
disconnecting,1,2,-0.260
discord,1,2,-0.260
discredited,1,2,-0.260
disempowering,1,2,-0.260
disguised,1,2,-0.260
disinfectant,1,2,-0.260
disorganization,1,2,-0.260
disposability,1,2,-0.260
disrespecting,1,2,-0.260
dissuades,1,2,-0.260
disturbances,1,2,-0.260
divas,1,2,-0.260
dj,1,2,-0.260
dogcatcher,1,2,-0.260
doghouse,1,2,-0.260
dominique,1,2,-0.260
doodads,1,2,-0.260
dorado,1,2,-0.260
douty,1,2,-0.260
dowana,1,2,-0.260
downplayed,1,2,-0.260
downstate,1,2,-0.260
dramamine,1,2,-0.260
dramatize,1,2,-0.260
droopy,1,2,-0.260
droves,1,2,-0.260
drummed,1,2,-0.260
drumming,1,2,-0.260
drunkenness,1,2,-0.260
ducking,1,2,-0.260
duds,1,2,-0.260
duly,1,2,-0.260
dumberer,1,2,-0.260
dung,1,2,-0.260
duplicated,1,2,-0.260
duri-,1,2,-0.260
dvd,1,2,-0.260
earache,1,2,-0.260
earhart,1,2,-0.260
earp,1,2,-0.260
ebore,1,2,-0.260
eclipse,1,2,-0.260
egged,1,2,-0.260
ein,1,2,-0.260
eke,1,2,-0.260
electri-,1,2,-0.260
eleve-,1,2,-0.260
elicits,1,2,-0.260
ell,1,2,-0.260
ema-,1,2,-0.260
embarassment,1,2,-0.260
emerge,1,2,-0.260
emigrating,1,2,-0.260
emo-,1,2,-0.260
emporia,1,2,-0.260
encased,1,2,-0.260
encino,1,2,-0.260
engenders,1,2,-0.260
eno-,1,2,-0.260
enriched,1,2,-0.260
enriches,1,2,-0.260
entourages,1,2,-0.260
envisioning,1,2,-0.260
epic,1,2,-0.260
epics,1,2,-0.260
epicurious,1,2,-0.260
erodes,1,2,-0.260
erupts,1,2,-0.260
espn,1,2,-0.260
establishes,1,2,-0.260
estrogen,1,2,-0.260
evaporating,1,2,-0.260
everybody-,1,2,-0.260
everyplace,1,2,-0.260
exceeding,1,2,-0.260
excellently,1,2,-0.260
excess-,1,2,-0.260
exclusionary,1,2,-0.260
exemplary,1,2,-0.260
exhale,1,2,-0.260
exhibiting,1,2,-0.260
existentialism,1,2,-0.260
exiting,1,2,-0.260
experien-,1,2,-0.260
exterminator,1,2,-0.260
eye-,1,2,-0.260
fabulously,1,2,-0.260
fakeness,1,2,-0.260
fam,1,2,-0.260
fanfare,1,2,-0.260
farmlands,1,2,-0.260
farmville,1,2,-0.260
fascinate,1,2,-0.260
fascism,1,2,-0.260
fat-,1,2,-0.260
fatality,1,2,-0.260
faux,1,2,-0.260
feeler,1,2,-0.260
fess,1,2,-0.260
fiances,1,2,-0.260
fide,1,2,-0.260
fiel-,1,2,-0.260
fife,1,2,-0.260
finalists,1,2,-0.260
fiona,1,2,-0.260
fire-,1,2,-0.260
fisheries,1,2,-0.260
flares,1,2,-0.260
flay,1,2,-0.260
flickering,1,2,-0.260
fling,1,2,-0.260
flockhart,1,2,-0.260
fly-,1,2,-0.260
foaming,1,2,-0.260
folklore,1,2,-0.260
fontana,1,2,-0.260
footed,1,2,-0.260
forethought,1,2,-0.260
formulations,1,2,-0.260
fortyish,1,2,-0.260
fragrance,1,2,-0.260
framer,1,2,-0.260
frauds,1,2,-0.260
freemans,1,2,-0.260
fren-,1,2,-0.260
frenchie,1,2,-0.260
frequented,1,2,-0.260
freshener,1,2,-0.260
friars,1,2,-0.260
frist,1,2,-0.260
frosting,1,2,-0.260
froth,1,2,-0.260
fuming,1,2,-0.260
funnest,1,2,-0.260
funniness,1,2,-0.260
furiously,1,2,-0.260
furor,1,2,-0.260
futility,1,2,-0.260
gagged,1,2,-0.260
galley,1,2,-0.260
gallo,1,2,-0.260
galloping,1,2,-0.260
garbanzo,1,2,-0.260
gardiner,1,2,-0.260
generalizing,1,2,-0.260
generes,1,2,-0.260
genevieve,1,2,-0.260
genitals,1,2,-0.260
genteel,1,2,-0.260
gentile,1,2,-0.260
geographics,1,2,-0.260
georg-,1,2,-0.260
germ-,1,2,-0.260
getty,1,2,-0.260
ghouls,1,2,-0.260
gifford,1,2,-0.260
gigli,1,2,-0.260
glasgow,1,2,-0.260
glimpsed,1,2,-0.260
glorify,1,2,-0.260
glossed,1,2,-0.260
goblins,1,2,-0.260
gold-,1,2,-0.260
goner,1,2,-0.260
gonzalez,1,2,-0.260
goofball,1,2,-0.260
goons,1,2,-0.260
gots,1,2,-0.260
governmentally,1,2,-0.260
grange,1,2,-0.260
grasped,1,2,-0.260
grea-,1,2,-0.260
greasing,1,2,-0.260
greening,1,2,-0.260
greenish,1,2,-0.260
greensboro,1,2,-0.260
greensburg,1,2,-0.260
greeted,1,2,-0.260
gremlin,1,2,-0.260
grievance,1,2,-0.260
grieve,1,2,-0.260
grime,1,2,-0.260
griped,1,2,-0.260
grotesquely,1,2,-0.260
gua-,1,2,-0.260
guatemalans,1,2,-0.260
guillano,1,2,-0.260
gulping,1,2,-0.260
halifax,1,2,-0.260
hallelujah,1,2,-0.260
hammerstein,1,2,-0.260
hammett,1,2,-0.260
handbook,1,2,-0.260
handicrafts,1,2,-0.260
handstands,1,2,-0.260
hangar,1,2,-0.260
hangman,1,2,-0.260
harmonious,1,2,-0.260
has-,1,2,-0.260
hayman,1,2,-0.260
head-,1,2,-0.260
hearn,1,2,-0.260
heart-,1,2,-0.260
hemophilia,1,2,-0.260
hemorrhage,1,2,-0.260
heroism,1,2,-0.260
hesitancy,1,2,-0.260
hibernates,1,2,-0.260
hilo,1,2,-0.260
hinges,1,2,-0.260
hitlers,1,2,-0.260
hm-hm,1,2,-0.260
hoity,1,2,-0.260
hold-,1,2,-0.260
holiest,1,2,-0.260
hollered,1,2,-0.260
homerun,1,2,-0.260
homophobia,1,2,-0.260
honed,1,2,-0.260
honky,1,2,-0.260
hostel,1,2,-0.260
hot-,1,2,-0.260
houseboat,1,2,-0.260
hullo,1,2,-0.260
humored,1,2,-0.260
hundr-,1,2,-0.260
hygienist,1,2,-0.260
hylan,1,2,-0.260
i'd-,1,2,-0.260
idyllic,1,2,-0.260
iliana,1,2,-0.260
illegality,1,2,-0.260
imagewear,1,2,-0.260
immaterial,1,2,-0.260
immigrating,1,2,-0.260
implicitly,1,2,-0.260
impossibility,1,2,-0.260
impr-,1,2,-0.260
inaccessible,1,2,-0.260
incensed,1,2,-0.260
incidental,1,2,-0.260
incompatibility,1,2,-0.260
inculcate,1,2,-0.260
indecisive,1,2,-0.260
inebriated,1,2,-0.260
inescapable,1,2,-0.260
inexcusable,1,2,-0.260
inflow,1,2,-0.260
ingesting,1,2,-0.260
innovations,1,2,-0.260
inoffensive,1,2,-0.260
inquiries,1,2,-0.260
inscribed,1,2,-0.260
installments,1,2,-0.260
institutionally,1,2,-0.260
insur-,1,2,-0.260
internalize,1,2,-0.260
internalizing,1,2,-0.260
interplay,1,2,-0.260
interrelated,1,2,-0.260
interrogate,1,2,-0.260
interrogation,1,2,-0.260
interval,1,2,-0.260
intestinal,1,2,-0.260
intonations,1,2,-0.260
intravenous,1,2,-0.260
introductions,1,2,-0.260
inundating,1,2,-0.260
invi-,1,2,-0.260
irani,1,2,-0.260
irradiated,1,2,-0.260
isometrics,1,2,-0.260
issaquah,1,2,-0.260
its-,1,2,-0.260
jabs,1,2,-0.260
jackpots,1,2,-0.260
jacuzzis,1,2,-0.260
janise,1,2,-0.260
jarvis,1,2,-0.260
jaunt,1,2,-0.260
jedi,1,2,-0.260
jekyll,1,2,-0.260
jes-,1,2,-0.260
jester,1,2,-0.260
jewelers,1,2,-0.260
jig,1,2,-0.260
joblessness,1,2,-0.260
johanna,1,2,-0.260
johnston,1,2,-0.260
joi-,1,2,-0.260
jordanian,1,2,-0.260
journaling,1,2,-0.260
joysticks,1,2,-0.260
jr,1,2,-0.260
jul-,1,2,-0.260
jun-,1,2,-0.260
junta,1,2,-0.260
kan,1,2,-0.260
kaput,1,2,-0.260
keene,1,2,-0.260
kennesaw,1,2,-0.260
ketris,1,2,-0.260
kiddo,1,2,-0.260
kielbasa,1,2,-0.260
kimber,1,2,-0.260
kinesiology,1,2,-0.260
kitt,1,2,-0.260
kofi,1,2,-0.260
koolade,1,2,-0.260
krispy,1,2,-0.260
kurdistan,1,2,-0.260
l'oreal,1,2,-0.260
labraya,1,2,-0.260
lad,1,2,-0.260
lair,1,2,-0.260
larynx,1,2,-0.260
latches,1,2,-0.260
latex,1,2,-0.260
laundered,1,2,-0.260
lawnmowers,1,2,-0.260
layed,1,2,-0.260
laymen,1,2,-0.260
leashed,1,2,-0.260
lectured,1,2,-0.260
len-,1,2,-0.260
les-,1,2,-0.260
licked,1,2,-0.260
lifeguards,1,2,-0.260
lifers,1,2,-0.260
lightened,1,2,-0.260
lilac,1,2,-0.260
lita,1,2,-0.260
liven,1,2,-0.260
lob,1,2,-0.260
loudspeaker,1,2,-0.260
louie,1,2,-0.260
low-,1,2,-0.260
lukewarm,1,2,-0.260
lumped,1,2,-0.260
lunges,1,2,-0.260
luster,1,2,-0.260
lye,1,2,-0.260
lymph,1,2,-0.260
lynched,1,2,-0.260
lynda,1,2,-0.260
macey,1,2,-0.260
mache,1,2,-0.260
machetes,1,2,-0.260
maclean,1,2,-0.260
mademoiselle,1,2,-0.260
mag,1,2,-0.260
mamas,1,2,-0.260
mammals,1,2,-0.260
man-made,1,2,-0.260
manassas,1,2,-0.260
manicotti,1,2,-0.260
mansfield,1,2,-0.260
mara,1,2,-0.260
marinara,1,2,-0.260
marlow,1,2,-0.260
marquis,1,2,-0.260
marry-,1,2,-0.260
martins,1,2,-0.260
masonry,1,2,-0.260
mast-,1,2,-0.260
matchmaking,1,2,-0.260
matts,1,2,-0.260
maudlin,1,2,-0.260
maxing,1,2,-0.260
mccall,1,2,-0.260
mccartney,1,2,-0.260
mccormick,1,2,-0.260
mccracken,1,2,-0.260
medicals,1,2,-0.260
meet-,1,2,-0.260
melville,1,2,-0.260
metabolisms,1,2,-0.260
metamorphosis,1,2,-0.260
methodically,1,2,-0.260
mexi-,1,2,-0.260
mic,1,2,-0.260
microbiologist,1,2,-0.260
mildew,1,2,-0.260
milky,1,2,-0.260
millar,1,2,-0.260
milligan,1,2,-0.260
milling,1,2,-0.260
minestrone,1,2,-0.260
minor-,1,2,-0.260
misheard,1,2,-0.260
misrepresented,1,2,-0.260
misrepresenting,1,2,-0.260
mix-,1,2,-0.260
moammar,1,2,-0.260
moira,1,2,-0.260
moisturizer,1,2,-0.260
molest,1,2,-0.260
monaco,1,2,-0.260
mone-,1,2,-0.260
monika,1,2,-0.260
mopped,1,2,-0.260
moralize,1,2,-0.260
moran,1,2,-0.260
morrow,1,2,-0.260
mot,1,2,-0.260
mot-,1,2,-0.260
mousy,1,2,-0.260
mulan,1,2,-0.260
mummified,1,2,-0.260
munhall,1,2,-0.260
munitions,1,2,-0.260
mushroomed,1,2,-0.260
myst-,1,2,-0.260
mythological,1,2,-0.260
n._c._i.,1,2,-0.260
n._t.,1,2,-0.260
n._y._c.,1,2,-0.260
naivete,1,2,-0.260
narc,1,2,-0.260
narratives,1,2,-0.260
narrator,1,2,-0.260
nashua,1,2,-0.260
nauseated,1,2,-0.260
nearing,1,2,-0.260
necked,1,2,-0.260
negate,1,2,-0.260
negligent,1,2,-0.260
neph-,1,2,-0.260
nester,1,2,-0.260
neve,1,2,-0.260
newsprint,1,2,-0.260
nicoderm,1,2,-0.260
nodded,1,2,-0.260
nodes,1,2,-0.260
noi-,1,2,-0.260
norris,1,2,-0.260
nostradamus,1,2,-0.260
notarized,1,2,-0.260
nothi-,1,2,-0.260
ns,1,2,-0.260
nutritionally,1,2,-0.260
nutso,1,2,-0.260
o._d.,1,2,-0.260
oakwood,1,2,-0.260
objector,1,2,-0.260
obliga-,1,2,-0.260
obs-,1,2,-0.260
obstinate,1,2,-0.260
obvio-,1,2,-0.260
oct-,1,2,-0.260
offerings,1,2,-0.260
offish,1,2,-0.260
ogle,1,2,-0.260
okie,1,2,-0.260
oklaho-,1,2,-0.260
olaf,1,2,-0.260
olym-,1,2,-0.260
omelet,1,2,-0.260
oper-,1,2,-0.260
opie,1,2,-0.260
opportunism,1,2,-0.260
oprey,1,2,-0.260
oreos,1,2,-0.260
originality,1,2,-0.260
oriole,1,2,-0.260
orphanages,1,2,-0.260
oswego,1,2,-0.260
outdone,1,2,-0.260
outnumber,1,2,-0.260
outpouring,1,2,-0.260
outwit,1,2,-0.260
overage,1,2,-0.260
overcharged,1,2,-0.260
overslept,1,2,-0.260
overti-,1,2,-0.260
overweightness,1,2,-0.260
overworked,1,2,-0.260
oxycontin,1,2,-0.260
p._d._f.,1,2,-0.260
paddled,1,2,-0.260
padlocked,1,2,-0.260
pageants,1,2,-0.260
pager,1,2,-0.260
paine,1,2,-0.260
palate,1,2,-0.260
pancreatic,1,2,-0.260
parti-,1,2,-0.260
passe,1,2,-0.260
patriarchal,1,2,-0.260
peacemaker,1,2,-0.260
peacemas,1,2,-0.260
peacock,1,2,-0.260
peaking,1,2,-0.260
pennsylva-,1,2,-0.260
pepped,1,2,-0.260
pepperonis,1,2,-0.260
peps,1,2,-0.260
perkasie,1,2,-0.260
permissive,1,2,-0.260
personal-,1,2,-0.260
perspiring,1,2,-0.260
perth,1,2,-0.260
pestering,1,2,-0.260
petitioning,1,2,-0.260
phar-,1,2,-0.260
physiologically,1,2,-0.260
pick-,1,2,-0.260
piggies,1,2,-0.260
pillars,1,2,-0.260
piloting,1,2,-0.260
pining,1,2,-0.260
pinnacles,1,2,-0.260
pis-,1,2,-0.260
place-,1,2,-0.260
placerville,1,2,-0.260
plaid,1,2,-0.260
plaintiffs,1,2,-0.260
plated,1,2,-0.260
playable,1,2,-0.260
playgrounds,1,2,-0.260
playgroup,1,2,-0.260
pleasanton,1,2,-0.260
plymouth,1,2,-0.260
podium,1,2,-0.260
pollinate,1,2,-0.260
pollination,1,2,-0.260
poo-,1,2,-0.260
pooping,1,2,-0.260
popeye,1,2,-0.260
popsicles,1,2,-0.260
portobello,1,2,-0.260
posi-,1,2,-0.260
possi-,1,2,-0.260
post-traumatic,1,2,-0.260
potions,1,2,-0.260
pouches,1,2,-0.260
pouncing,1,2,-0.260
pouting,1,2,-0.260
prays,1,2,-0.260
prepositions,1,2,-0.260
prescrip-,1,2,-0.260
presen-,1,2,-0.260
prett-,1,2,-0.260
probationary,1,2,-0.260
procrastinated,1,2,-0.260
product-,1,2,-0.260
prohib-,1,2,-0.260
promoing,1,2,-0.260
proper-,1,2,-0.260
protes-,1,2,-0.260
provokes,1,2,-0.260
prudes,1,2,-0.260
publish-,1,2,-0.260
pulitzer,1,2,-0.260
punctuate,1,2,-0.260
puncture,1,2,-0.260
purity,1,2,-0.260
purposefully,1,2,-0.260
qualifi-,1,2,-0.260
qualm,1,2,-0.260
quechua,1,2,-0.260
quiche,1,2,-0.260
rabbinical,1,2,-0.260
racehorses,1,2,-0.260
racier,1,2,-0.260
rad-,1,2,-0.260
radiator,1,2,-0.260
raked,1,2,-0.260
rammed,1,2,-0.260
ransacked,1,2,-0.260
raps,1,2,-0.260
rationales,1,2,-0.260
rationed,1,2,-0.260
ravine,1,2,-0.260
razz,1,2,-0.260
re-entry,1,2,-0.260
realtors,1,2,-0.260
reardon,1,2,-0.260
reassess,1,2,-0.260
rebroadcast,1,2,-0.260
rechargeable,1,2,-0.260
recommending,1,2,-0.260
reconstructive,1,2,-0.260
reddy,1,2,-0.260
redevelopment,1,2,-0.260
redistributed,1,2,-0.260
reflux,1,2,-0.260
refrained,1,2,-0.260
refundable,1,2,-0.260
regretful,1,2,-0.260
regulator,1,2,-0.260
rehabilitated,1,2,-0.260
rehashing,1,2,-0.260
reinstate,1,2,-0.260
relatable,1,2,-0.260
relaxant,1,2,-0.260
remarriages,1,2,-0.260
renege,1,2,-0.260
renters,1,2,-0.260
reopening,1,2,-0.260
replant,1,2,-0.260
replicating,1,2,-0.260
replied,1,2,-0.260
requisite,1,2,-0.260
resembling,1,2,-0.260
resenting,1,2,-0.260
resilience,1,2,-0.260
resolves,1,2,-0.260
respectively,1,2,-0.260
respondents,1,2,-0.260
restated,1,2,-0.260
restaur-,1,2,-0.260
restock,1,2,-0.260
restraining,1,2,-0.260
retinal,1,2,-0.260
retrieved,1,2,-0.260
reveals,1,2,-0.260
reverted,1,2,-0.260
revka,1,2,-0.260
rhoda,1,2,-0.260
rigamarole,1,2,-0.260
righting,1,2,-0.260
rile,1,2,-0.260
ringed,1,2,-0.260
ripken,1,2,-0.260
rippling,1,2,-0.260
roa-,1,2,-0.260
roadhouse,1,2,-0.260
roamed,1,2,-0.260
roche,1,2,-0.260
rolex,1,2,-0.260
rollerskating,1,2,-0.260
rory,1,2,-0.260
roslindale,1,2,-0.260
rotor,1,2,-0.260
rots,1,2,-0.260
rou,1,2,-0.260
roving,1,2,-0.260
rower,1,2,-0.260
rungs,1,2,-0.260
rushes,1,2,-0.260
s._e._p._t._a.,1,2,-0.260
s._r._a.s,1,2,-0.260
s._t._d.s,1,2,-0.260
saddams,1,2,-0.260
saggy,1,2,-0.260
sagittarian,1,2,-0.260
sailboats,1,2,-0.260
salsas,1,2,-0.260
salvage,1,2,-0.260
samaritan,1,2,-0.260
samba,1,2,-0.260
sant-,1,2,-0.260
satisfies,1,2,-0.260
saugus,1,2,-0.260
saul,1,2,-0.260
savanna,1,2,-0.260
saw-,1,2,-0.260
scalding,1,2,-0.260
schmaltzy,1,2,-0.260
schmooze,1,2,-0.260
scholar-,1,2,-0.260
sco-,1,2,-0.260
scourge,1,2,-0.260
screenwriters,1,2,-0.260
scribbling,1,2,-0.260
scrunch,1,2,-0.260
seamy,1,2,-0.260
sear,1,2,-0.260
seduce,1,2,-0.260
seeded,1,2,-0.260
selena,1,2,-0.260
sent-,1,2,-0.260
seve-,1,2,-0.260
sevent-,1,2,-0.260
seventieth,1,2,-0.260
shackles,1,2,-0.260
shaquoti,1,2,-0.260
shaver,1,2,-0.260
shedder,1,2,-0.260
sherri,1,2,-0.260
shipyard,1,2,-0.260
shrubs,1,2,-0.260
shu-,1,2,-0.260
shuttles,1,2,-0.260
shying,1,2,-0.260
sign-,1,2,-0.260
sinful,1,2,-0.260
sinners,1,2,-0.260
siphon,1,2,-0.260
sips,1,2,-0.260
sistine,1,2,-0.260
sixt-,1,2,-0.260
skids,1,2,-0.260
slicing,1,2,-0.260
smarting,1,2,-0.260
smiths,1,2,-0.260
smudge,1,2,-0.260
snatching,1,2,-0.260
sneakily,1,2,-0.260
snicker,1,2,-0.260
snowballed,1,2,-0.260
snowflakes,1,2,-0.260
soft-,1,2,-0.260
solidified,1,2,-0.260
solidly,1,2,-0.260
solvent,1,2,-0.260
somali,1,2,-0.260
somalian,1,2,-0.260
sometim-,1,2,-0.260
soured,1,2,-0.260
south-,1,2,-0.260
sowed,1,2,-0.260
sowing,1,2,-0.260
spanned,1,2,-0.260
sparrow,1,2,-0.260
speakeasies,1,2,-0.260
spec,1,2,-0.260
specs,1,2,-0.260
speedways,1,2,-0.260
spewing,1,2,-0.260
spiralling,1,2,-0.260
splashed,1,2,-0.260
spotless,1,2,-0.260
sprain,1,2,-0.260
sprang,1,2,-0.260
sprout,1,2,-0.260
squabbles,1,2,-0.260
squads,1,2,-0.260
squiggly,1,2,-0.260
stabbings,1,2,-0.260
stagnate,1,2,-0.260
standoff,1,2,-0.260
starman,1,2,-0.260
steadfast,1,2,-0.260
stepford,1,2,-0.260
stepkids,1,2,-0.260
stethoscope,1,2,-0.260
stewards,1,2,-0.260
stickiness,1,2,-0.260
stiffed,1,2,-0.260
stifled,1,2,-0.260
stoic,1,2,-0.260
stow,1,2,-0.260
strategically,1,2,-0.260
strategizing,1,2,-0.260
stressors,1,2,-0.260
stretcher,1,2,-0.260
stretchers,1,2,-0.260
strolling,1,2,-0.260
structuring,1,2,-0.260
stubby,1,2,-0.260
studier,1,2,-0.260
stuns,1,2,-0.260
submissions,1,2,-0.260
subverted,1,2,-0.260
suicides,1,2,-0.260
sundae,1,2,-0.260
superdome,1,2,-0.260
superficiality,1,2,-0.260
superstitions,1,2,-0.260
surrenders,1,2,-0.260
susa-,1,2,-0.260
swashbuckling,1,2,-0.260
swatch,1,2,-0.260
swatting,1,2,-0.260
sweatshirts,1,2,-0.260
swine,1,2,-0.260
swoosh,1,2,-0.260
symbolically,1,2,-0.260
sympathizing,1,2,-0.260
t._a._a._s.,1,2,-0.260
t._b._n.,1,2,-0.260
tactile,1,2,-0.260
tadpoles,1,2,-0.260
tagging,1,2,-0.260
tamer,1,2,-0.260
tan-,1,2,-0.260
tangy,1,2,-0.260
tannin,1,2,-0.260
tarmac,1,2,-0.260
taryn,1,2,-0.260
tasmania,1,2,-0.260
taunted,1,2,-0.260
technolo-,1,2,-0.260
teetotaler,1,2,-0.260
telev-,1,2,-0.260
temper-,1,2,-0.260
termites,1,2,-0.260
terra,1,2,-0.260
terrell,1,2,-0.260
terrors,1,2,-0.260
that's-,1,2,-0.260
thems,1,2,-0.260
thems-,1,2,-0.260
thievery,1,2,-0.260
thomson,1,2,-0.260
thorns,1,2,-0.260
thornton,1,2,-0.260
thro-,1,2,-0.260
throbbing,1,2,-0.260
throwaways,1,2,-0.260
tic-,1,2,-0.260
tick-,1,2,-0.260
tightrope,1,2,-0.260
tinfoil,1,2,-0.260
tipper,1,2,-0.260
tipsy,1,2,-0.260
todi,1,2,-0.260
toffee,1,2,-0.260
toity,1,2,-0.260
tombstone,1,2,-0.260
tonny,1,2,-0.260
tort,1,2,-0.260
tortoiseshell,1,2,-0.260
toughed,1,2,-0.260
touted,1,2,-0.260
townspeople,1,2,-0.260
toya,1,2,-0.260
traders,1,2,-0.260
tranessa,1,2,-0.260
transmissions,1,2,-0.260
trinket,1,2,-0.260
triples,1,2,-0.260
trotters,1,2,-0.260
trou-,1,2,-0.260
truckloads,1,2,-0.260
true,1,2,-0.260
trumps,1,2,-0.260
tue-,1,2,-0.260
tumorous,1,2,-0.260
tuxedos,1,2,-0.260
twenty-,1,2,-0.260
twenty-seven,1,2,-0.260
twila,1,2,-0.260
u._v._a.,1,2,-0.260
uk,1,2,-0.260
unassuming,1,2,-0.260
unblock,1,2,-0.260
unconnected,1,2,-0.260
uncooperative,1,2,-0.260
undereducated,1,2,-0.260
underlings,1,2,-0.260
understaffed,1,2,-0.260
understatement,1,2,-0.260
underwriting,1,2,-0.260
undetected,1,2,-0.260
undisciplined,1,2,-0.260
unempowered,1,2,-0.260
unforgiving,1,2,-0.260
unimpressed,1,2,-0.260
unioned,1,2,-0.260
unnerved,1,2,-0.260
uno,1,2,-0.260
unofficial,1,2,-0.260
unquestionably,1,2,-0.260
unsatisfied,1,2,-0.260
unscarred,1,2,-0.260
unthinkable,1,2,-0.260
untie,1,2,-0.260
unwed,1,2,-0.260
unwell,1,2,-0.260
upholding,1,2,-0.260
uppermost,1,2,-0.260
urged,1,2,-0.260
usi-,1,2,-0.260
v._f._w.,1,2,-0.260
valiant,1,2,-0.260
vastness,1,2,-0.260
vc-,1,2,-0.260
vengeful,1,2,-0.260
venturing,1,2,-0.260
verbalize,1,2,-0.260
verdicts,1,2,-0.260
vermin,1,2,-0.260
vey,1,2,-0.260
viles,1,2,-0.260
villains,1,2,-0.260
virginian,1,2,-0.260
visceral,1,2,-0.260
visibly,1,2,-0.260
volcanos,1,2,-0.260
w._c._w.,1,2,-0.260
w._i._n._s.,1,2,-0.260
waitlisted,1,2,-0.260
walkie-talkie,1,2,-0.260
walla,1,2,-0.260
wallaf,1,2,-0.260
wanding,1,2,-0.260
wapner,1,2,-0.260
warmongers,1,2,-0.260
warns,1,2,-0.260
warping,1,2,-0.260
washers,1,2,-0.260
wasn-,1,2,-0.260
waterborne,1,2,-0.260
waterboy,1,2,-0.260
watt,1,2,-0.260
weans,1,2,-0.260
weatherford,1,2,-0.260
weebelow,1,2,-0.260
weeny,1,2,-0.260
weirds,1,2,-0.260
